0,389611.990734,0.050000,389611.991624,389611.992085,389612.042085,0
1,389612.084333,0.050000,389612.084387,389612.084434,389612.134434,1
2,389612.109947,0.050000,389612.110010,389612.134479,389612.184479,0
3,389612.187931,0.050000,389612.188008,389612.188061,389612.238062,0
4,389612.269656,0.050000,389612.269711,389612.269750,389612.319750,0
5,389612.393476,0.050000,389612.393532,389612.393589,389612.443589,2
6,389612.404717,0.050000,389612.404778,389612.443641,389612.493642,1
7,389612.425559,0.050000,389612.425642,389612.493672,389612.543672,2
8,389612.500180,0.050000,389612.500237,389612.543686,389612.593687,2
9,389612.516791,0.050000,389612.542066,389612.593721,389612.643721,3
10,389612.557988,0.050000,389612.558046,389612.643757,389612.693757,3
11,389612.591119,0.050000,389612.593731,389612.693788,389612.743788,3
12,389612.641695,0.050000,389612.641763,389612.743801,389612.793801,2
13,389612.664863,0.050000,389612.664923,389612.793831,389612.843831,1
14,389612.701636,0.050000,389612.701697,389612.843843,389612.893843,1
15,389612.856814,0.050000,389612.856880,389612.893856,389612.943856,0
16,389612.983330,0.050000,389612.983364,389612.983404,389613.033404,0
17,389613.034869,0.050000,389613.034887,389613.034921,389613.084921,0
18,389613.099338,0.050000,389613.099414,389613.099458,389613.149458,1
19,389613.107166,0.050000,389613.107182,389613.149500,389613.199501,4
20,389613.154859,0.050000,389613.154907,389613.199532,389613.249532,3
21,389613.155706,0.050000,389613.155786,389613.249574,389613.299574,4
22,389613.169908,0.050000,389613.169982,389613.299610,389613.349610,6
23,389613.177445,0.050000,389613.177478,389613.349640,389613.399640,5
24,389613.260644,0.050000,389613.260708,389613.399653,389613.449653,4
25,389613.269345,0.050000,389613.299587,389613.449668,389613.499668,3
26,389613.295492,0.050000,389613.299589,389613.499683,389613.549683,2
27,389613.302589,0.050000,389613.341041,389613.549697,389613.599697,1
28,389613.308472,0.050000,389613.341051,389613.599710,389613.649710,0
29,389613.657200,0.050000,389613.657239,389613.657281,389613.707282,2
30,389613.669770,0.050000,389613.699064,389613.707339,389613.757339,1
31,389613.706476,0.050000,389613.706537,389613.757352,389613.807352,1
32,389613.799708,0.050000,389613.799768,389613.807367,389613.857367,1
33,389613.848104,0.050000,389613.848129,389613.857381,389613.907381,1
34,389613.866031,0.050000,389613.866066,389613.907398,389613.957398,1
35,389613.917817,0.050000,389613.917877,389613.957433,389614.007433,2
36,389613.955731,0.050000,389613.957457,389614.007462,389614.057463,1
37,389613.990449,0.050000,389613.999081,389614.057475,389614.107488,0
38,389614.174312,0.050000,389614.174365,389614.174404,389614.224404,1
39,389614.191973,0.050000,389614.216042,389614.224447,389614.274447,1
40,389614.267264,0.050000,389614.267272,389614.274462,389614.324462,1
41,389614.305441,0.050000,389614.305479,389614.324476,389614.374476,0
42,389614.380411,0.050000,389614.380472,389614.380530,389614.430530,1
43,389614.406499,0.050000,389614.422071,389614.430575,389614.480575,0
44,389614.519835,0.050000,389614.519881,389614.519936,389614.569936,2
45,389614.536837,0.050000,389614.561027,389614.569978,389614.619978,1
46,389614.559028,0.050000,389614.561054,389614.619991,389614.670000,1
47,389614.643156,0.050000,389614.643195,389614.670033,389614.720033,0
48,389614.771410,0.050000,389614.771434,389614.771472,389614.821472,1
49,389614.775106,0.050000,389614.813063,389614.821515,389614.871515,0
50,389614.927272,0.050000,389614.927349,389614.927406,389614.977406,2
51,389614.965368,0.050000,389614.969070,389614.977448,389615.027448,2
52,389614.969963,0.050000,389614.970056,389615.027463,389615.077463,2
53,389614.980860,0.050000,389614.980922,389615.077493,389615.127493,1
54,389615.036419,0.050000,389615.036496,389615.127505,389615.177505,4
55,389615.149151,0.050000,389615.149194,389615.177520,389615.227521,4
56,389615.171053,0.050000,389615.171070,389615.227561,389615.277561,5
57,389615.174446,0.050000,389615.174518,389615.277576,389615.327576,4
58,389615.175485,0.050000,389615.175554,389615.327591,389615.377591,3
59,389615.206716,0.050000,389615.206778,389615.377604,389615.427605,3
60,389615.210068,0.050000,389615.227566,389615.427643,389615.477644,2
61,389615.223959,0.050000,389615.227568,389615.477687,389615.527687,2
62,389615.403960,0.050000,389615.404029,389615.527700,389615.577700,1
63,389615.522585,0.050000,389615.522649,389615.577726,389615.627726,1
64,389615.619698,0.050000,389615.619756,389615.627742,389615.677742,2
65,389615.635533,0.050000,389615.635595,389615.677770,389615.727770,2
66,389615.675133,0.050000,389615.677074,389615.727784,389615.777784,2
67,389615.699134,0.050000,389615.699176,389615.777798,389615.827798,2
68,389615.772045,0.050000,389615.772098,389615.827828,389615.877828,2
69,389615.808713,0.050000,389615.808773,389615.877844,389615.927845,2
70,389615.864933,0.050000,389615.864990,389615.927866,389615.977866,3
71,389615.903637,0.050000,389615.903696,389615.977896,389616.027896,2
72,389615.905690,0.050000,389615.927886,389616.027909,389616.077909,2
73,389615.935063,0.050000,389615.969065,389616.077922,389616.127923,1
74,389616.072100,0.050000,389616.072154,389616.127956,389616.177956,0
75,389616.208378,0.050000,389616.208432,389616.208472,389616.258472,0
76,389616.273507,0.050000,389616.273569,389616.273606,389616.323606,1
77,389616.290580,0.050000,389616.290663,389616.323649,389616.373649,1
78,389616.359033,0.050000,389616.359079,389616.373682,389616.423682,1
79,389616.411164,0.050000,389616.411216,389616.423696,389616.473704,1
80,389616.433470,0.050000,389616.433529,389616.473734,389616.523734,1
81,389616.492880,0.050000,389616.492940,389616.523767,389616.573767,2
82,389616.502147,0.050000,389616.523777,389616.573798,389616.623798,1
83,389616.531744,0.050000,389616.565068,389616.623810,389616.673810,1
84,389616.639957,0.050000,389616.640045,389616.673839,389616.723839,0
85,389616.730130,0.050000,389616.730168,389616.730208,389616.780208,2
86,389616.750596,0.050000,389616.772061,389616.780237,389616.830237,1
87,389616.763867,0.050000,389616.772071,389616.830252,389616.880252,1
88,389616.878077,0.050000,389616.878112,389616.880267,389616.930267,1
89,389616.900092,0.050000,389616.900146,389616.930281,389616.980282,1
90,389616.959309,0.050000,389616.959389,389616.980310,389617.030310,0
91,389617.119243,0.050000,389617.119304,389617.119385,389617.169385,1
92,389617.164571,0.050000,389617.164639,389617.169428,389617.219428,1
93,389617.219216,0.050000,389617.219269,389617.219448,389617.269448,0
94,389617.319054,0.050000,389617.319122,389617.319172,389617.369172,1
95,389617.348615,0.050000,389617.361063,389617.369201,389617.419201,0
96,389617.480080,0.050000,389617.480137,389617.480171,389617.530171,1
97,389617.506028,0.050000,389617.522068,389617.530214,389617.580214,0
98,389617.592060,0.050000,389617.592121,389617.592172,389617.642172,0
99,389617.650877,0.050000,389617.650945,389617.650983,389617.700983,0
100,389617.774303,0.050000,389617.774373,389617.774411,389617.824411,2
101,389617.807922,0.050000,389617.807990,389617.824453,389617.874453,1
102,389617.820335,0.050000,389617.820402,389617.874466,389617.924466,0
103,389617.973444,0.050000,389617.973511,389617.973549,389618.023549,0
104,389618.102398,0.050000,389618.102460,389618.102501,389618.152501,1
105,389618.110556,0.050000,389618.110634,389618.152558,389618.202558,0
106,389618.219213,0.050000,389618.219231,389618.219268,389618.269268,0
107,389618.271500,0.050000,389618.271556,389618.271611,389618.321611,1
108,389618.300362,0.050000,389618.300429,389618.321652,389618.371652,1
109,389618.349681,0.050000,389618.349759,389618.371688,389618.421688,1
110,389618.366523,0.050000,389618.371721,389618.421701,389618.471701,2
111,389618.445190,0.050000,389618.445252,389618.471731,389618.521743,2
112,389618.463943,0.050000,389618.464043,389618.521775,389618.571775,4
113,389618.494177,0.050000,389618.494212,389618.571815,389618.621815,6
114,389618.507263,0.050000,389618.521801,389618.621844,389618.671844,5
115,389618.517863,0.050000,389618.521803,389618.671858,389618.721858,4
116,389618.534365,0.050000,389618.563077,389618.721872,389618.771872,4
117,389618.575860,0.050000,389618.575922,389618.771920,389618.821920,0
118,389618.603353,0.050000,389618.617065,389618.821936,389618.871937,0
119,389618.612839,0.050000,389618.617074,389618.871951,389618.921951,0
120,389618.733918,0.050000,389618.733973,389618.921984,389618.971984,4
121,389618.739481,0.050000,389618.771914,389618.971997,389619.021998,3
122,389618.746361,0.050000,389618.771917,389619.022031,389619.072031,3
123,389618.781267,0.050000,389618.813071,389619.072045,389619.122045,2
124,389618.854187,0.050000,389618.854240,389619.122059,389619.172059,1
125,389619.067630,0.050000,389619.067697,389619.172072,389619.222072,1
126,389619.207098,0.050000,389619.207109,389619.222091,389619.272091,1
127,389619.265954,0.050000,389619.266014,389619.272105,389619.322105,1
128,389619.290614,0.050000,389619.290674,389619.322119,389619.372119,1
129,389619.361313,0.050000,389619.361375,389619.372133,389619.422133,1
130,389619.384786,0.050000,389619.384863,389619.422153,389619.472154,3
131,389619.402568,0.050000,389619.422174,389619.472167,389619.522167,4
132,389619.416058,0.050000,389619.422176,389619.522180,389619.572180,4
133,389619.460871,0.050000,389619.464072,389619.572214,389619.622214,4
134,389619.475174,0.050000,389619.475243,389619.622243,389619.672243,5
135,389619.483617,0.050000,389619.517071,389619.672257,389619.722257,5
136,389619.550831,0.050000,389619.550890,389619.722287,389619.772287,0
137,389619.557678,0.050000,389619.572225,389619.772301,389619.822301,0
138,389619.638158,0.050000,389619.638211,389619.822336,389619.872336,0
139,389619.647319,0.050000,389619.647385,389619.872349,389619.922360,0
140,389619.717059,0.050000,389619.717120,389619.922374,389619.972374,6
141,389619.721028,0.050000,389619.722334,389619.972418,389620.022423,6
142,389619.873982,0.050000,389619.874044,389620.022437,389620.072437,5
143,389619.876742,0.050000,389619.876809,389620.072450,389620.122450,5
144,389619.914362,0.050000,389619.914430,389620.122480,389620.172480,5
145,389619.924259,0.050000,389619.924320,389620.172493,389620.222493,4
146,389619.938277,0.050000,389619.966070,389620.222505,389620.272509,3
147,389620.019838,0.050000,389620.019896,389620.272522,389620.322522,3
148,389620.087153,0.050000,389620.087207,389620.322535,389620.372535,0
149,389620.141687,0.050000,389620.141748,389620.372564,389620.422564,0
150,389620.316368,0.050000,389620.316430,389620.422592,389620.472592,2
151,389620.368442,0.050000,389620.368502,389620.472627,389620.522627,7
152,389620.441205,0.050000,389620.441261,389620.522656,389620.572656,7
